participant_id,Group,Questions,Response,DISPLAY,PROMPT,MONOTONICITY
group_2_2,2,Q14,Completely false,2,AND,POS
group_2_2,2,Q15,Completely false,2,LESS,POS
group_2_2,2,Q16,Completely false,0,AND,POS
group_2_2,2,Q17,Neither completely true nor completely false,2,LESS,NEG
group_2_2,2,Q18,Completely false,4,AND,NEG
group_2_2,2,Q19,Completely true,3,MORE,POS
group_2_2,2,Q20,Completely false,2,AND,NEG
group_2_2,2,Q21,Completely false,2,MORE,POS
group_2_2,2,Q22,Completely true,0,AND,NEG
group_2_2,2,Q23,Completely false,3,MORE,NEG
group_2_2,2,Q24,Completely true,4,AND,POS
group_2_2,2,Q25,Completely false,0,MORE,POS
group_2_2,2,Q26,Completely false,2,AND,POS
group_2_2,2,Q27,Neither completely true nor completely false,1,FEW,POS
group_2_2,2,Q28,Completely false,0,AND,POS
group_2_2,2,Q29,Completely true,0,NAME,NEG
group_2_2,2,Q30,Completely false,4,AND,NEG
group_2_2,2,Q31,Neither completely true nor completely false,4,FEW,POS
group_2_2,2,Q32,Completely false,2,AND,NEG
group_2_2,2,Q33,Completely false,4,NAME,NEG
group_2_2,2,Q34,Completely true,0,AND,NEG
group_2_2,2,Q35,Completely false,3,LESS,POS
group_2_2,2,Q36,Completely true,4,AND,POS
group_2_2,2,Q37,Completely false,3,NAME,NEG
group_2_2,2,Q38,Completely false,2,AND,POS
group_2_2,2,Q39,Completely true,1,LESS,POS
group_2_2,2,Q40,Completely false,0,AND,POS
group_2_2,2,Q41,Completely true,0,NAME,NEG
group_2_2,2,Q42,Completely false,4,AND,NEG
group_2_2,2,Q43,Completely false,2,NAME,NEG
group_2_2,2,Q44,Completely false,2,AND,NEG
group_2_2,2,Q45,Completely true,0,MORE,NEG
group_2_2,2,Q46,Completely true,0,AND,NEG
group_2_2,2,Q47,Completely false,2,MANY,POS
group_2_2,2,Q48,Completely true,4,AND,POS
group_2_2,2,Q49,Completely true,1,NAME,NEG
group_2_2,2,Q50,Completely false,2,AND,POS
group_2_2,2,Q51,Completely true,4,LESS,NEG
group_2_2,2,Q52,Completely false,0,AND,POS
group_2_2,2,Q53,Completely false,1,MORE,POS
group_2_2,2,Q54,Completely false,4,AND,NEG
group_2_2,2,Q55,Completely true,3,NAME,NEG
group_2_2,2,Q56,Completely false,2,AND,NEG
group_2_2,2,Q57,Neither completely true nor completely false,1,FEW,POS
group_2_2,2,Q58,Completely true,0,AND,NEG
group_2_2,2,Q59,Completely true,4,MORE,POS
group_2_2,2,Q60,Completely true,4,AND,POS
group_2_3,2,Q1,Completely false,4,LESS,POS
group_2_3,2,Q2,Completely false,2,AND,POS
group_2_3,2,Q3,Completely true,2,NAME,NEG
group_2_3,2,Q4,Completely false,0,AND,POS
group_2_3,2,Q5,Completely true,0,MANY,NEG
group_2_3,2,Q6,Completely false,4,AND,NEG
group_2_3,2,Q7,Completely false,4,NAME,NEG
group_2_3,2,Q8,Completely false,2,AND,NEG
group_2_3,2,Q9,Neither completely true nor completely false,0,LESS,POS
group_2_3,2,Q10,Completely true,0,AND,NEG
group_2_3,2,Q11,Completely true,3,FEW,POS
group_2_3,2,Q12,Completely true,4,AND,POS
group_2_3,2,Q13,Completely false,1,NAME,NEG
group_2_3,2,Q14,Completely false,2,AND,POS
group_2_3,2,Q15,Neither completely true nor completely false,2,LESS,POS
group_2_3,2,Q16,Completely false,0,AND,POS
group_2_3,2,Q17,Neither completely true nor completely false,2,LESS,NEG
group_2_3,2,Q18,Completely false,4,AND,NEG
group_2_3,2,Q19,Completely true,3,MORE,POS
group_2_3,2,Q20,Neither completely true nor completely false,2,AND,NEG
group_2_3,2,Q21,Completely false,2,MORE,POS
group_2_3,2,Q22,Completely true,0,AND,NEG
group_2_3,2,Q23,Completely false,3,MORE,NEG
group_2_3,2,Q24,Completely true,4,AND,POS
group_2_3,2,Q25,Completely false,0,MORE,POS
group_2_3,2,Q26,Completely false,2,AND,POS
group_2_3,2,Q27,Neither completely true nor completely false,1,FEW,POS
group_2_3,2,Q28,Completely false,0,AND,POS
group_2_3,2,Q29,Completely true,0,NAME,NEG
group_2_3,2,Q30,Completely false,4,AND,NEG
group_2_3,2,Q31,Completely true,4,FEW,POS
group_2_3,2,Q32,Neither completely true nor completely false,2,AND,NEG
group_2_3,2,Q33,Completely false,4,NAME,NEG
group_2_3,2,Q34,Completely true,0,AND,NEG
group_2_3,2,Q35,Completely false,3,LESS,POS
group_2_3,2,Q36,Completely true,4,AND,POS
group_2_3,2,Q37,Completely false,3,NAME,NEG
group_2_3,2,Q38,Completely false,2,AND,POS
group_2_3,2,Q39,Completely true,1,LESS,POS
group_2_3,2,Q40,Completely false,0,AND,POS
group_2_3,2,Q41,Completely true,0,NAME,NEG
group_2_3,2,Q42,Completely false,4,AND,NEG
group_2_3,2,Q43,Completely false,2,NAME,NEG
group_2_3,2,Q44,Neither completely true nor completely false,2,AND,NEG
group_2_3,2,Q45,Completely true,0,MORE,NEG
group_2_3,2,Q46,Completely true,0,AND,NEG
group_2_3,2,Q47,Neither completely true nor completely false,2,MANY,POS
group_2_3,2,Q48,Completely true,4,AND,POS
group_2_3,2,Q49,Completely true,1,NAME,NEG
group_2_3,2,Q50,Completely false,2,AND,POS
group_2_3,2,Q51,Completely true,4,LESS,NEG
group_2_3,2,Q52,Completely false,0,AND,POS
group_2_3,2,Q53,Completely false,1,MORE,POS
group_2_3,2,Q54,Completely false,4,AND,NEG
group_2_3,2,Q55,Completely true,3,NAME,NEG
group_2_3,2,Q56,Neither completely true nor completely false,2,AND,NEG
group_2_3,2,Q57,Neither completely true nor completely false,1,FEW,POS
group_2_3,2,Q58,Completely true,0,AND,NEG
group_2_3,2,Q59,Completely true,4,MORE,POS
group_2_3,2,Q60,Completely true,4,AND,POS
group_2_4,2,Q1,Completely false,4,LESS,POS
group_2_4,2,Q2,Neither completely true nor completely false,2,AND,POS
group_2_4,2,Q3,Completely true,2,NAME,NEG
group_2_4,2,Q4,Completely false,0,AND,POS
group_2_4,2,Q5,Neither completely true nor completely false,0,MANY,NEG
group_2_4,2,Q6,Completely false,4,AND,NEG
group_2_4,2,Q7,Completely false,4,NAME,NEG
group_2_4,2,Q8,Neither completely true nor completely false,2,AND,NEG
group_2_4,2,Q9,Completely false,0,LESS,POS
group_2_4,2,Q10,Completely true,0,AND,NEG
group_2_4,2,Q11,Completely true,3,FEW,POS
group_2_4,2,Q12,Completely true,4,AND,POS
group_2_4,2,Q13,Completely false,1,NAME,NEG
group_2_4,2,Q14,Completely false,2,AND,POS
group_2_4,2,Q15,Completely false,2,LESS,POS
group_2_4,2,Q16,Completely false,0,AND,POS
group_2_4,2,Q17,Completely true,2,LESS,NEG
group_2_4,2,Q18,Completely false,4,AND,NEG
group_2_4,2,Q19,Completely true,3,MORE,POS
group_2_4,2,Q20,Neither completely true nor completely false,2,AND,NEG
group_2_4,2,Q21,Completely false,2,MORE,POS
group_2_4,2,Q22,Completely true,0,AND,NEG
group_2_4,2,Q23,Completely false,3,MORE,NEG
group_2_4,2,Q24,Neither completely true nor completely false,4,AND,POS
group_2_4,2,Q25,Completely false,0,MORE,POS
group_2_4,2,Q26,Neither completely true nor completely false,2,AND,POS
group_2_4,2,Q27,Completely false,1,FEW,POS
group_2_4,2,Q28,Completely false,0,AND,POS
group_2_4,2,Q29,Completely true,0,NAME,NEG
group_2_4,2,Q30,Neither completely true nor completely false,4,AND,NEG
group_2_4,2,Q31,Completely true,4,FEW,POS
group_2_4,2,Q32,Completely false,2,AND,NEG
group_2_4,2,Q33,Completely false,4,NAME,NEG
group_2_4,2,Q34,Neither completely true nor completely false,0,AND,NEG
group_2_4,2,Q35,Completely false,3,LESS,POS
group_2_4,2,Q36,Completely true,4,AND,POS
group_2_4,2,Q37,Completely false,3,NAME,NEG
group_2_4,2,Q38,Neither completely true nor completely false,2,AND,POS
group_2_4,2,Q39,Completely false,1,LESS,POS
group_2_4,2,Q40,Completely false,0,AND,POS
group_2_4,2,Q41,Completely true,0,NAME,NEG
group_2_4,2,Q42,Completely false,4,AND,NEG
group_2_4,2,Q43,Completely false,2,NAME,NEG
group_2_4,2,Q44,Neither completely true nor completely false,2,AND,NEG
group_2_4,2,Q45,Completely true,0,MORE,NEG
group_2_4,2,Q46,Completely true,0,AND,NEG
group_2_4,2,Q47,Completely false,2,MANY,POS
group_2_4,2,Q48,Completely true,4,AND,POS
group_2_4,2,Q49,Completely true,1,NAME,NEG
group_2_4,2,Q50,Completely false,2,AND,POS
group_2_4,2,Q51,Completely true,4,LESS,NEG
group_2_4,2,Q52,Neither completely true nor completely false,0,AND,POS
group_2_4,2,Q53,Completely false,1,MORE,POS
group_2_4,2,Q54,Completely false,4,AND,NEG
group_2_4,2,Q55,Completely true,3,NAME,NEG
group_2_4,2,Q56,Neither completely true nor completely false,2,AND,NEG
group_2_4,2,Q57,Neither completely true nor completely false,1,FEW,POS
group_2_4,2,Q58,Completely true,0,AND,NEG
group_2_4,2,Q59,Completely true,4,MORE,POS
group_2_4,2,Q60,Completely true,4,AND,POS
group_2_5,2,Q1,Completely false,4,LESS,POS
group_2_5,2,Q2,Neither completely true nor completely false,2,AND,POS
group_2_5,2,Q3,Completely true,2,NAME,NEG
group_2_5,2,Q4,Completely false,0,AND,POS
group_2_5,2,Q5,Completely true,0,MANY,NEG
group_2_5,2,Q6,Completely false,4,AND,NEG
group_2_5,2,Q7,Completely false,4,NAME,NEG
group_2_5,2,Q8,Neither completely true nor completely false,2,AND,NEG
group_2_5,2,Q9,Completely true,0,LESS,POS
group_2_5,2,Q10,Completely true,0,AND,NEG
group_2_5,2,Q11,Completely true,3,FEW,POS
group_2_5,2,Q12,Completely true,4,AND,POS
group_2_5,2,Q13,Completely false,1,NAME,NEG
group_2_5,2,Q14,Neither completely true nor completely false,2,AND,POS
group_2_5,2,Q15,Completely false,2,LESS,POS
group_2_5,2,Q16,Completely false,0,AND,POS
group_2_5,2,Q17,Completely true,2,LESS,NEG
group_2_5,2,Q18,Completely false,4,AND,NEG
group_2_5,2,Q19,Completely true,3,MORE,POS
group_2_5,2,Q20,Neither completely true nor completely false,2,AND,NEG
group_2_5,2,Q21,Completely false,2,MORE,POS
group_2_5,2,Q22,Completely true,0,AND,NEG
group_2_5,2,Q23,Completely false,3,MORE,NEG
group_2_5,2,Q24,Completely true,4,AND,POS
group_2_5,2,Q25,Completely false,0,MORE,POS
group_2_5,2,Q26,Neither completely true nor completely false,2,AND,POS
group_2_5,2,Q27,Completely false,1,FEW,POS
group_2_5,2,Q28,Completely false,0,AND,POS
group_2_5,2,Q29,Completely true,0,NAME,NEG
group_2_5,2,Q30,Completely false,4,AND,NEG
group_2_5,2,Q31,Neither completely true nor completely false,4,FEW,POS
group_2_5,2,Q32,Neither completely true nor completely false,2,AND,NEG
group_2_5,2,Q33,Completely false,4,NAME,NEG
group_2_5,2,Q34,Completely true,0,AND,NEG
group_2_5,2,Q35,Completely false,3,LESS,POS
group_2_5,2,Q36,Completely true,4,AND,POS
group_2_5,2,Q37,Completely false,3,NAME,NEG
group_2_5,2,Q38,Neither completely true nor completely false,2,AND,POS
group_2_5,2,Q39,Completely true,1,LESS,POS
group_2_5,2,Q40,Completely false,0,AND,POS
group_2_5,2,Q41,Completely true,0,NAME,NEG
group_2_5,2,Q42,Completely false,4,AND,NEG
group_2_5,2,Q43,Completely false,2,NAME,NEG
group_2_5,2,Q44,Neither completely true nor completely false,2,AND,NEG
group_2_5,2,Q45,Neither completely true nor completely false,0,MORE,NEG
group_2_5,2,Q46,Completely true,0,AND,NEG
group_2_5,2,Q47,Neither completely true nor completely false,2,MANY,POS
group_2_5,2,Q48,Completely true,4,AND,POS
group_2_5,2,Q49,Completely true,1,NAME,NEG
group_2_5,2,Q50,Neither completely true nor completely false,2,AND,POS
group_2_5,2,Q51,Completely true,4,LESS,NEG
group_2_5,2,Q52,Completely false,0,AND,POS
group_2_5,2,Q53,Completely false,1,MORE,POS
group_2_5,2,Q54,Completely false,4,AND,NEG
group_2_5,2,Q55,Completely true,3,NAME,NEG
group_2_5,2,Q56,Neither completely true nor completely false,2,AND,NEG
group_2_5,2,Q57,Neither completely true nor completely false,1,FEW,POS
group_2_5,2,Q58,Completely true,0,AND,NEG
group_2_5,2,Q59,Completely true,4,MORE,POS
group_2_5,2,Q60,Completely true,4,AND,POS
group_2_6,2,Q1,Completely false,4,LESS,POS
group_2_6,2,Q2,Completely false,2,AND,POS
group_2_6,2,Q3,Completely true,2,NAME,NEG
group_2_6,2,Q4,Completely false,0,AND,POS
group_2_6,2,Q5,Neither completely true nor completely false,0,MANY,NEG
group_2_6,2,Q6,Completely false,4,AND,NEG
group_2_6,2,Q7,Completely false,4,NAME,NEG
group_2_6,2,Q8,Completely true,2,AND,NEG
group_2_6,2,Q9,Completely true,0,LESS,POS
group_2_6,2,Q10,Completely true,0,AND,NEG
group_2_6,2,Q11,Completely false,3,FEW,POS
group_2_6,2,Q12,Completely true,4,AND,POS
group_2_6,2,Q13,Completely false,1,NAME,NEG
group_2_6,2,Q14,Completely false,2,AND,POS
group_2_6,2,Q15,Completely false,2,LESS,POS
group_2_6,2,Q16,Completely false,0,AND,POS
group_2_6,2,Q17,Completely false,2,LESS,NEG
group_2_6,2,Q18,Completely false,4,AND,NEG
group_2_6,2,Q19,Completely true,3,MORE,POS
group_2_6,2,Q20,Completely true,2,AND,NEG
group_2_6,2,Q21,Completely false,2,MORE,POS
group_2_6,2,Q22,Completely true,0,AND,NEG
group_2_6,2,Q23,Completely false,3,MORE,NEG
group_2_6,2,Q24,Completely true,4,AND,POS
group_2_6,2,Q25,Completely false,0,MORE,POS
group_2_6,2,Q26,Completely false,2,AND,POS
group_2_6,2,Q27,Completely false,1,FEW,POS
group_2_6,2,Q28,Completely false,0,AND,POS
group_2_6,2,Q29,Completely true,0,NAME,NEG
group_2_6,2,Q30,Completely false,4,AND,NEG
group_2_6,2,Q31,Neither completely true nor completely false,4,FEW,POS
group_2_6,2,Q32,Completely true,2,AND,NEG
group_2_6,2,Q33,Completely false,4,NAME,NEG
group_2_6,2,Q34,Completely true,0,AND,NEG
group_2_6,2,Q35,Completely false,3,LESS,POS
group_2_6,2,Q36,Completely true,4,AND,POS
group_2_6,2,Q37,Completely false,3,NAME,NEG
group_2_6,2,Q38,Completely false,2,AND,POS
group_2_6,2,Q39,Completely true,1,LESS,POS
group_2_6,2,Q40,Completely false,0,AND,POS
group_2_6,2,Q41,Completely true,0,NAME,NEG
group_2_6,2,Q42,Completely false,4,AND,NEG
group_2_6,2,Q43,Completely false,2,NAME,NEG
group_2_6,2,Q44,Completely true,2,AND,NEG
group_2_6,2,Q45,Neither completely true nor completely false,0,MORE,NEG
group_2_6,2,Q46,Completely true,0,AND,NEG
group_2_6,2,Q47,Completely false,2,MANY,POS
group_2_6,2,Q48,Completely true,4,AND,POS
group_2_6,2,Q49,Completely true,1,NAME,NEG
group_2_6,2,Q50,Completely false,2,AND,POS
group_2_6,2,Q51,Neither completely true nor completely false,4,LESS,NEG
group_2_6,2,Q52,Completely false,0,AND,POS
group_2_6,2,Q53,Completely false,1,MORE,POS
group_2_6,2,Q54,Completely false,4,AND,NEG
group_2_6,2,Q55,Completely true,3,NAME,NEG
group_2_6,2,Q56,Completely true,2,AND,NEG
group_2_6,2,Q57,Neither completely true nor completely false,1,FEW,POS
group_2_6,2,Q58,Completely false,0,AND,NEG
group_2_6,2,Q59,Completely true,4,MORE,POS
group_2_6,2,Q60,Completely true,4,AND,POS
group_2_7,2,Q1,Neither completely true nor completely false,4,LESS,POS
group_2_7,2,Q2,Neither completely true nor completely false,2,AND,POS
group_2_7,2,Q3,Completely true,2,NAME,NEG
group_2_7,2,Q4,Completely false,0,AND,POS
group_2_7,2,Q5,Completely true,0,MANY,NEG
group_2_7,2,Q6,Completely false,4,AND,NEG
group_2_7,2,Q7,Completely false,4,NAME,NEG
group_2_7,2,Q8,Neither completely true nor completely false,2,AND,NEG
group_2_7,2,Q9,Neither completely true nor completely false,0,LESS,POS
group_2_7,2,Q10,Completely true,0,AND,NEG
group_2_7,2,Q11,Neither completely true nor completely false,3,FEW,POS
group_2_7,2,Q12,Completely true,4,AND,POS
group_2_7,2,Q13,Completely false,1,NAME,NEG
group_2_7,2,Q14,Neither completely true nor completely false,2,AND,POS
group_2_7,2,Q15,Completely false,2,LESS,POS
group_2_7,2,Q16,Completely false,0,AND,POS
group_2_7,2,Q17,Completely true,2,LESS,NEG
group_2_7,2,Q18,Completely false,4,AND,NEG
group_2_7,2,Q19,Completely true,3,MORE,POS
group_2_7,2,Q20,Neither completely true nor completely false,2,AND,NEG
group_2_7,2,Q21,Completely false,2,MORE,POS
group_2_7,2,Q22,Completely true,0,AND,NEG
group_2_7,2,Q23,Completely false,3,MORE,NEG
group_2_7,2,Q24,Completely true,4,AND,POS
group_2_7,2,Q25,Completely false,0,MORE,POS
group_2_7,2,Q26,Neither completely true nor completely false,2,AND,POS
group_2_7,2,Q27,Completely false,1,FEW,POS
group_2_7,2,Q28,Completely false,0,AND,POS
group_2_7,2,Q29,Completely true,0,NAME,NEG
group_2_7,2,Q30,Completely false,4,AND,NEG
group_2_7,2,Q31,Completely true,4,FEW,POS
group_2_7,2,Q32,Neither completely true nor completely false,2,AND,NEG
group_2_7,2,Q33,Completely false,4,NAME,NEG
group_2_7,2,Q34,Completely true,0,AND,NEG
group_2_7,2,Q35,Completely false,3,LESS,POS
group_2_7,2,Q36,Completely true,4,AND,POS
group_2_7,2,Q37,Completely false,3,NAME,NEG
group_2_7,2,Q38,Neither completely true nor completely false,2,AND,POS
group_2_7,2,Q39,Completely true,1,LESS,POS
group_2_7,2,Q40,Completely false,0,AND,POS
group_2_7,2,Q41,Completely true,0,NAME,NEG
group_2_7,2,Q42,Completely false,4,AND,NEG
group_2_7,2,Q43,Completely false,2,NAME,NEG
group_2_7,2,Q44,Neither completely true nor completely false,2,AND,NEG
group_2_7,2,Q45,Neither completely true nor completely false,0,MORE,NEG
group_2_7,2,Q46,Completely true,0,AND,NEG
group_2_7,2,Q47,Neither completely true nor completely false,2,MANY,POS
group_2_7,2,Q48,Completely true,4,AND,POS
group_2_7,2,Q49,Completely true,1,NAME,NEG
group_2_7,2,Q50,Neither completely true nor completely false,2,AND,POS
group_2_7,2,Q51,Completely false,4,LESS,NEG
group_2_7,2,Q52,Completely false,0,AND,POS
group_2_7,2,Q53,Completely false,1,MORE,POS
group_2_7,2,Q54,Completely false,4,AND,NEG
group_2_7,2,Q55,Completely true,3,NAME,NEG
group_2_7,2,Q56,Neither completely true nor completely false,2,AND,NEG
group_2_7,2,Q57,Completely true,1,FEW,POS
group_2_7,2,Q58,Completely true,0,AND,NEG
group_2_7,2,Q59,Completely true,4,MORE,POS
group_2_7,2,Q60,Completely true,4,AND,POS
group_3_1,3,Q1,Completely false,2,MORE,POS
group_3_1,3,Q2,Completely false,4,AND,NEG
group_3_1,3,Q3,Completely true,2,NAME,NEG
group_3_1,3,Q4,Neither completely true nor completely false,2,AND,NEG
group_3_1,3,Q5,Completely false,0,MORE,POS
group_3_1,3,Q6,Completely true,0,AND,NEG
group_3_1,3,Q7,Completely false,3,MORE,NEG
group_3_1,3,Q8,Completely true,4,AND,POS
group_3_1,3,Q9,Completely true,0,MORE,NEG
group_3_1,3,Q10,Neither completely true nor completely false,2,AND,POS
group_3_1,3,Q11,Completely true,3,MORE,POS
group_3_1,3,Q12,Completely false,0,AND,POS
group_3_1,3,Q13,Neither completely true nor completely false,0,MANY,NEG
group_3_1,3,Q14,Completely false,4,AND,NEG
group_3_1,3,Q15,Completely true,2,LESS,NEG
group_3_1,3,Q16,Neither completely true nor completely false,2,AND,NEG
group_3_1,3,Q17,Neither completely true nor completely false,2,MANY,POS
group_3_1,3,Q18,Completely true,0,AND,NEG
group_3_1,3,Q19,Completely true,4,MORE,POS
group_3_1,3,Q20,Completely true,4,AND,POS
group_3_1,3,Q21,Completely false,1,MORE,POS
group_3_1,3,Q22,Neither completely true nor completely false,2,AND,POS
group_3_1,3,Q23,Completely false,4,LESS,POS
group_3_1,3,Q24,Completely false,0,AND,POS
group_3_1,3,Q25,Completely false,1,NAME,NEG
group_3_1,3,Q26,Completely false,4,AND,NEG
group_3_1,3,Q27,Neither completely true nor completely false,1,FEW,POS
group_3_1,3,Q28,Neither completely true nor completely false,2,AND,NEG
group_3_1,3,Q29,Completely true,3,FEW,POS
group_3_1,3,Q30,Completely true,0,AND,NEG
group_3_1,3,Q31,Completely true,3,NAME,NEG
group_3_1,3,Q32,Completely true,4,AND,POS
group_3_1,3,Q33,Completely false,4,NAME,NEG
group_3_1,3,Q34,Neither completely true nor completely false,2,AND,POS
group_3_1,3,Q35,Completely true,0,NAME,NEG
group_3_1,3,Q36,Completely false,0,AND,POS
group_3_1,3,Q37,Completely false,1,FEW,POS
group_3_1,3,Q38,Completely false,4,AND,NEG
group_3_1,3,Q39,Completely false,2,LESS,POS
group_3_1,3,Q40,Neither completely true nor completely false,2,AND,NEG
group_3_1,3,Q41,Completely false,2,NAME,NEG
group_3_1,3,Q42,Completely true,0,AND,NEG
group_3_1,3,Q43,Completely true,0,LESS,POS
group_3_1,3,Q44,Completely true,4,AND,POS
group_3_1,3,Q45,Completely true,4,LESS,NEG
group_3_1,3,Q46,Neither completely true nor completely false,2,AND,POS
group_3_1,3,Q47,Completely true,1,NAME,NEG
group_3_1,3,Q48,Completely false,0,AND,POS
group_3_1,3,Q49,Neither completely true nor completely false,4,FEW,POS
group_3_1,3,Q50,Completely false,4,AND,NEG
group_3_1,3,Q51,Completely false,4,NAME,NEG
group_3_1,3,Q52,Neither completely true nor completely false,2,AND,NEG
group_3_1,3,Q53,Completely false,3,LESS,POS
group_3_1,3,Q54,Completely true,0,AND,NEG
group_3_1,3,Q55,Completely false,3,NAME,NEG
group_3_1,3,Q56,Completely true,4,AND,POS
group_3_1,3,Q57,Completely true,1,LESS,POS
group_3_1,3,Q58,Neither completely true nor completely false,2,AND,POS
group_3_1,3,Q59,Completely true,0,NAME,NEG
group_3_1,3,Q60,Completely false,0,AND,POS
group_3_2,3,Q1,Completely false,2,MORE,POS
group_3_2,3,Q2,Completely false,4,AND,NEG
group_3_2,3,Q3,Completely true,2,NAME,NEG
group_3_2,3,Q4,Neither completely true nor completely false,2,AND,NEG
group_3_2,3,Q5,Completely false,0,MORE,POS
group_3_2,3,Q6,Completely true,0,AND,NEG
group_3_2,3,Q7,Completely false,3,MORE,NEG
group_3_2,3,Q8,Completely true,4,AND,POS
group_3_2,3,Q9,Neither completely true nor completely false,0,MORE,NEG
group_3_2,3,Q10,Neither completely true nor completely false,2,AND,POS
group_3_2,3,Q11,Completely true,3,MORE,POS
group_3_2,3,Q12,Completely false,0,AND,POS
group_3_2,3,Q13,Completely true,0,MANY,NEG
group_3_2,3,Q14,Completely false,4,AND,NEG
group_3_2,3,Q15,Completely true,2,LESS,NEG
group_3_2,3,Q16,Neither completely true nor completely false,2,AND,NEG
group_3_2,3,Q17,Neither completely true nor completely false,2,MANY,POS
group_3_2,3,Q18,Completely true,0,AND,NEG
group_3_2,3,Q19,Completely true,4,MORE,POS
group_3_2,3,Q20,Completely true,4,AND,POS
group_3_2,3,Q21,Completely false,1,MORE,POS
group_3_2,3,Q22,Neither completely true nor completely false,2,AND,POS
group_3_2,3,Q23,Completely false,4,LESS,POS
group_3_2,3,Q24,Completely false,0,AND,POS
group_3_2,3,Q25,Completely false,1,NAME,NEG
group_3_2,3,Q26,Completely false,4,AND,NEG
group_3_2,3,Q27,Neither completely true nor completely false,1,FEW,POS
group_3_2,3,Q28,Neither completely true nor completely false,2,AND,NEG
group_3_2,3,Q29,Completely true,3,FEW,POS
group_3_2,3,Q30,Completely true,0,AND,NEG
group_3_2,3,Q31,Completely true,3,NAME,NEG
group_3_2,3,Q32,Completely true,4,AND,POS
group_3_2,3,Q33,Completely false,4,NAME,NEG
group_3_2,3,Q34,Neither completely true nor completely false,2,AND,POS
group_3_2,3,Q35,Completely true,0,NAME,NEG
group_3_2,3,Q36,Completely false,0,AND,POS
group_3_2,3,Q37,Neither completely true nor completely false,1,FEW,POS
group_3_2,3,Q38,Completely false,4,AND,NEG
group_3_2,3,Q39,Completely false,2,LESS,POS
group_3_2,3,Q40,Neither completely true nor completely false,2,AND,NEG
group_3_2,3,Q41,Completely false,2,NAME,NEG
group_3_2,3,Q42,Completely true,0,AND,NEG
group_3_2,3,Q43,Completely true,0,LESS,POS
group_3_2,3,Q44,Completely true,4,AND,POS
group_3_2,3,Q45,Completely true,4,LESS,NEG
group_3_2,3,Q46,Neither completely true nor completely false,2,AND,POS
group_3_2,3,Q47,Completely true,1,NAME,NEG
group_3_2,3,Q48,Completely false,0,AND,POS
group_3_2,3,Q49,Completely true,4,FEW,POS
group_3_2,3,Q50,Completely false,4,AND,NEG
group_3_2,3,Q51,Completely false,4,NAME,NEG
group_3_2,3,Q52,Neither completely true nor completely false,2,AND,NEG
group_3_2,3,Q53,Completely false,3,LESS,POS
group_3_2,3,Q54,Completely true,0,AND,NEG
group_3_2,3,Q55,Completely false,3,NAME,NEG
group_3_2,3,Q56,Completely true,4,AND,POS
group_3_2,3,Q57,Completely true,1,LESS,POS
group_3_2,3,Q58,Neither completely true nor completely false,2,AND,POS
group_3_2,3,Q59,Completely true,0,NAME,NEG
group_3_2,3,Q60,Completely false,0,AND,POS
group_3_3,3,Q1,Completely false,2,MORE,POS
group_3_3,3,Q2,Completely false,4,AND,NEG
group_3_3,3,Q3,Completely true,2,NAME,NEG
group_3_3,3,Q4,Neither completely true nor completely false,2,AND,NEG
group_3_3,3,Q5,Completely false,0,MORE,POS
group_3_3,3,Q6,Completely true,0,AND,NEG
group_3_3,3,Q7,Completely false,3,MORE,NEG
group_3_3,3,Q8,Completely true,4,AND,POS
group_3_3,3,Q9,Completely true,0,MORE,NEG
group_3_3,3,Q10,Neither completely true nor completely false,2,AND,POS
group_3_3,3,Q11,Completely true,3,MORE,POS
group_3_3,3,Q12,Completely false,0,AND,POS
group_3_3,3,Q13,Neither completely true nor completely false,0,MANY,NEG
group_3_3,3,Q14,Completely false,4,AND,NEG
group_3_3,3,Q15,Neither completely true nor completely false,2,LESS,NEG
group_3_3,3,Q16,Neither completely true nor completely false,2,AND,NEG
group_3_3,3,Q17,Neither completely true nor completely false,2,MANY,POS
group_3_3,3,Q18,Completely true,0,AND,NEG
group_3_3,3,Q19,Completely true,4,MORE,POS
group_3_3,3,Q20,Completely true,4,AND,POS
group_3_3,3,Q21,Completely false,1,MORE,POS
group_3_3,3,Q22,Neither completely true nor completely false,2,AND,POS
group_3_3,3,Q23,Completely false,4,LESS,POS
group_3_3,3,Q24,Completely false,0,AND,POS
group_3_3,3,Q25,Completely false,1,NAME,NEG
group_3_3,3,Q26,Completely false,4,AND,NEG
group_3_3,3,Q27,Neither completely true nor completely false,1,FEW,POS
group_3_3,3,Q28,Neither completely true nor completely false,2,AND,NEG
group_3_3,3,Q29,Neither completely true nor completely false,3,FEW,POS
group_3_3,3,Q30,Completely true,0,AND,NEG
group_3_3,3,Q31,Completely true,3,NAME,NEG
group_3_3,3,Q32,Completely true,4,AND,POS
group_3_3,3,Q33,Completely false,4,NAME,NEG
group_3_3,3,Q34,Neither completely true nor completely false,2,AND,POS
group_3_3,3,Q35,Completely true,0,NAME,NEG
group_3_3,3,Q36,Completely false,0,AND,POS
group_3_3,3,Q37,Completely false,1,FEW,POS
group_3_3,3,Q38,Completely false,4,AND,NEG
group_3_3,3,Q39,Completely false,2,LESS,POS
group_3_3,3,Q40,Neither completely true nor completely false,2,AND,NEG
group_3_3,3,Q41,Completely false,2,NAME,NEG
group_3_3,3,Q42,Completely true,0,AND,NEG
