participant_id,Group,Questions,Response,DISPLAY,PROMPT,QUESTION,Picture
group_2_5,2,Q52,Completely false,0,AND,C26,NalaMiaLokiCoco
group_2_5,2,Q54,Completely true,4,ALL,C27,LunaTomLeoNala
group_2_5,2,Q56,Completely false,2,ALL,C28,MiloLalaMaxLuna
group_2_5,2,Q58,Completely false,0,ALL,C29,MiaLokiCocoMilo
group_2_5,2,Q60,Completely true,4,AND,C30,TomLeoNalaMia
group_2_6,2,Q2,Neither completely true nor completely false,2,AND,C1,LalaLokiMaxLuna
group_2_6,2,Q4,Completely false,0,AND,C2,LokiLeoCocoMilo
group_2_6,2,Q6,Completely true,4,ALL,C3,LeoMaxNalaMia
group_2_6,2,Q8,Completely false,2,ALL,C4,MaxCocoLunaTom
group_2_6,2,Q10,Completely false,0,ALL,C5,CocoNalaMiloLala
group_2_6,2,Q12,Completely true,4,AND,C6,NalaLunaMiaLoki
group_2_6,2,Q14,Completely false,2,AND,C7,LunaMiloTomLeo
group_2_6,2,Q16,Completely false,0,AND,C8,MiloMiaLalaMax
group_2_6,2,Q18,Completely true,4,ALL,C9,MiaTomLokiCoco
group_2_6,2,Q20,Completely false,2,ALL,C10,TomLalaLeoNala
group_2_6,2,Q22,Completely false,0,ALL,C11,LalaLokiLeoMax
group_2_6,2,Q24,Completely true,4,AND,C12,LokiLeoMaxCoco
group_2_6,2,Q26,Completely false,2,AND,C13,LeoMaxCocoNala
group_2_6,2,Q28,Completely false,0,AND,C14,MaxCocoNalaLuna
group_2_6,2,Q30,Completely true,4,ALL,C15,CocoNalaLunaMilo
group_2_6,2,Q32,Completely false,2,ALL,C16,NalaLunaMiloMia
group_2_6,2,Q34,Completely false,0,ALL,C17,LunaMiloMiaTom
group_2_6,2,Q36,Completely true,4,AND,C18,MiloMiaTomLala
group_2_6,2,Q38,Completely false,2,AND,C19,MiaTomLalaLoki
group_2_6,2,Q40,Completely false,0,AND,C20,TomLalaLokiLeo
group_2_6,2,Q42,Completely true,4,ALL,C21,LalaMaxLunaTom
group_2_6,2,Q44,Completely false,2,ALL,C22,LokiCocoMiloLala
group_2_6,2,Q46,Completely false,0,ALL,C23,LeoNalaMiaLoki
group_2_6,2,Q48,Completely true,4,AND,C24,MaxLunaTomLeo
group_2_6,2,Q50,Completely false,2,AND,C25,CocoMiloLalaMax
group_2_6,2,Q52,Completely false,0,AND,C26,NalaMiaLokiCoco
group_2_6,2,Q54,Completely true,4,ALL,C27,LunaTomLeoNala
group_2_6,2,Q56,Completely false,2,ALL,C28,MiloLalaMaxLuna
group_2_6,2,Q58,Completely false,0,ALL,C29,MiaLokiCocoMilo
group_2_6,2,Q60,Completely true,4,AND,C30,TomLeoNalaMia
group_2_7,2,Q2,Completely false,2,AND,C1,LalaLokiMaxLuna
group_2_7,2,Q4,Completely false,0,AND,C2,LokiLeoCocoMilo
group_2_7,2,Q6,Completely true,4,ALL,C3,LeoMaxNalaMia
group_2_7,2,Q8,Completely false,2,ALL,C4,MaxCocoLunaTom
group_2_7,2,Q10,Completely false,0,ALL,C5,CocoNalaMiloLala
group_2_7,2,Q12,Completely true,4,AND,C6,NalaLunaMiaLoki
group_2_7,2,Q14,Completely false,2,AND,C7,LunaMiloTomLeo
group_2_7,2,Q16,Completely false,0,AND,C8,MiloMiaLalaMax
group_2_7,2,Q18,Completely true,4,ALL,C9,MiaTomLokiCoco
group_2_7,2,Q20,Completely false,2,ALL,C10,TomLalaLeoNala
group_2_7,2,Q22,Completely false,0,ALL,C11,LalaLokiLeoMax
group_2_7,2,Q24,Completely true,4,AND,C12,LokiLeoMaxCoco
group_2_7,2,Q26,Completely false,2,AND,C13,LeoMaxCocoNala
group_2_7,2,Q28,Completely false,0,AND,C14,MaxCocoNalaLuna
group_2_7,2,Q30,Completely true,4,ALL,C15,CocoNalaLunaMilo
group_2_7,2,Q32,Completely false,2,ALL,C16,NalaLunaMiloMia
group_2_7,2,Q34,Completely false,0,ALL,C17,LunaMiloMiaTom
group_2_7,2,Q36,Completely true,4,AND,C18,MiloMiaTomLala
group_2_7,2,Q38,Completely false,2,AND,C19,MiaTomLalaLoki
group_2_7,2,Q40,Completely false,0,AND,C20,TomLalaLokiLeo
group_2_7,2,Q42,Completely true,4,ALL,C21,LalaMaxLunaTom
group_2_7,2,Q44,Completely false,2,ALL,C22,LokiCocoMiloLala
group_2_7,2,Q46,Completely false,0,ALL,C23,LeoNalaMiaLoki
group_2_7,2,Q48,Completely true,4,AND,C24,MaxLunaTomLeo
group_2_7,2,Q50,Completely false,2,AND,C25,CocoMiloLalaMax
group_2_7,2,Q52,Completely false,0,AND,C26,NalaMiaLokiCoco
group_2_7,2,Q54,Completely true,4,ALL,C27,LunaTomLeoNala
group_2_7,2,Q56,Completely false,2,ALL,C28,MiloLalaMaxLuna
group_2_7,2,Q58,Completely false,0,ALL,C29,MiaLokiCocoMilo
group_2_7,2,Q60,Completely true,4,AND,C30,TomLeoNalaMia
group_3_1,3,Q2,Neither completely true nor completely false,4,ALL,C1,LalaLokiMaxLuna
group_3_1,3,Q4,Completely false,2,ALL,C2,LokiLeoCocoMilo
group_3_1,3,Q6,Completely false,0,ALL,C3,LeoMaxNalaMia
group_3_1,3,Q8,Completely true,4,AND,C4,MaxCocoLunaTom
group_3_1,3,Q10,Completely false,2,AND,C5,CocoNalaMiloLala
group_3_1,3,Q12,Completely false,0,AND,C6,NalaLunaMiaLoki
group_3_1,3,Q14,Completely true,4,ALL,C7,LunaMiloTomLeo
group_3_1,3,Q16,Completely false,2,ALL,C8,MiloMiaLalaMax
group_3_1,3,Q18,Completely false,0,ALL,C9,MiaTomLokiCoco
group_3_1,3,Q20,Completely true,4,AND,C10,TomLalaLeoNala
group_3_1,3,Q22,Completely false,2,AND,C11,LalaLokiLeoMax
group_3_1,3,Q24,Completely false,0,AND,C12,LokiLeoMaxCoco
group_3_1,3,Q26,Completely true,4,ALL,C13,LeoMaxCocoNala
group_3_1,3,Q28,Completely false,2,ALL,C14,MaxCocoNalaLuna
group_3_1,3,Q30,Completely false,0,ALL,C15,CocoNalaLunaMilo
group_3_1,3,Q32,Completely true,4,AND,C16,NalaLunaMiloMia
group_3_1,3,Q34,Completely false,2,AND,C17,LunaMiloMiaTom
group_3_1,3,Q36,Completely false,0,AND,C18,MiloMiaTomLala
group_3_1,3,Q38,Completely true,4,ALL,C19,MiaTomLalaLoki
group_3_1,3,Q40,Completely false,2,ALL,C20,TomLalaLokiLeo
group_3_1,3,Q42,Completely false,0,ALL,C21,LalaMaxLunaTom
group_3_1,3,Q44,Completely true,4,AND,C22,LokiCocoMiloLala
group_3_1,3,Q46,Completely false,2,AND,C23,LeoNalaMiaLoki
group_3_1,3,Q48,Neither completely true nor completely false,0,AND,C24,MaxLunaTomLeo
group_3_1,3,Q50,Completely true,4,ALL,C25,CocoMiloLalaMax
group_3_1,3,Q52,Completely false,2,ALL,C26,NalaMiaLokiCoco
group_3_1,3,Q54,Completely false,0,ALL,C27,LunaTomLeoNala
group_3_1,3,Q56,Completely true,4,AND,C28,MiloLalaMaxLuna
group_3_1,3,Q58,Completely false,2,AND,C29,MiaLokiCocoMilo
group_3_1,3,Q60,Completely false,0,AND,C30,TomLeoNalaMia
group_3_2,3,Q2,Completely true,4,ALL,C1,LalaLokiMaxLuna
group_3_2,3,Q4,Completely false,2,ALL,C2,LokiLeoCocoMilo
group_3_2,3,Q6,Completely false,0,ALL,C3,LeoMaxNalaMia
group_3_2,3,Q8,Completely true,4,AND,C4,MaxCocoLunaTom
group_3_2,3,Q10,Completely false,2,AND,C5,CocoNalaMiloLala
group_3_2,3,Q12,Completely false,0,AND,C6,NalaLunaMiaLoki
group_3_2,3,Q14,Completely true,4,ALL,C7,LunaMiloTomLeo
group_3_2,3,Q16,Completely false,2,ALL,C8,MiloMiaLalaMax
group_3_2,3,Q18,Completely false,0,ALL,C9,MiaTomLokiCoco
group_3_2,3,Q20,Completely true,4,AND,C10,TomLalaLeoNala
group_3_2,3,Q22,Completely false,2,AND,C11,LalaLokiLeoMax
group_3_2,3,Q24,Completely false,0,AND,C12,LokiLeoMaxCoco
group_3_2,3,Q26,Completely true,4,ALL,C13,LeoMaxCocoNala
group_3_2,3,Q28,Completely false,2,ALL,C14,MaxCocoNalaLuna
group_3_2,3,Q30,Completely false,0,ALL,C15,CocoNalaLunaMilo
group_3_2,3,Q32,Completely true,4,AND,C16,NalaLunaMiloMia
group_3_2,3,Q34,Completely false,2,AND,C17,LunaMiloMiaTom
group_3_2,3,Q36,Completely false,0,AND,C18,MiloMiaTomLala
group_3_2,3,Q38,Completely true,4,ALL,C19,MiaTomLalaLoki
group_3_2,3,Q40,Completely false,2,ALL,C20,TomLalaLokiLeo
group_3_2,3,Q42,Completely false,0,ALL,C21,LalaMaxLunaTom
group_3_2,3,Q44,Completely true,4,AND,C22,LokiCocoMiloLala
group_3_2,3,Q46,Completely false,2,AND,C23,LeoNalaMiaLoki
group_3_2,3,Q48,Completely false,0,AND,C24,MaxLunaTomLeo
group_3_2,3,Q50,Completely true,4,ALL,C25,CocoMiloLalaMax
group_3_2,3,Q52,Completely false,2,ALL,C26,NalaMiaLokiCoco
group_3_2,3,Q54,Completely false,0,ALL,C27,LunaTomLeoNala
group_3_2,3,Q56,Completely true,4,AND,C28,MiloLalaMaxLuna
group_3_2,3,Q58,Completely false,2,AND,C29,MiaLokiCocoMilo
group_3_2,3,Q60,Completely false,0,AND,C30,TomLeoNalaMia
group_3_3,3,Q2,Completely true,4,ALL,C1,LalaLokiMaxLuna
group_3_3,3,Q4,Completely false,2,ALL,C2,LokiLeoCocoMilo
group_3_3,3,Q6,Completely false,0,ALL,C3,LeoMaxNalaMia
group_3_3,3,Q8,Completely true,4,AND,C4,MaxCocoLunaTom
group_3_3,3,Q10,Neither completely true nor completely false,2,AND,C5,CocoNalaMiloLala
group_3_3,3,Q12,Completely false,0,AND,C6,NalaLunaMiaLoki
group_3_3,3,Q14,Completely true,4,ALL,C7,LunaMiloTomLeo
group_3_3,3,Q16,Completely false,2,ALL,C8,MiloMiaLalaMax
group_3_3,3,Q18,Completely false,0,ALL,C9,MiaTomLokiCoco
group_3_3,3,Q20,Completely true,4,AND,C10,TomLalaLeoNala
group_3_3,3,Q22,Neither completely true nor completely false,2,AND,C11,LalaLokiLeoMax
group_3_3,3,Q24,Completely false,0,AND,C12,LokiLeoMaxCoco
group_3_3,3,Q26,Completely true,4,ALL,C13,LeoMaxCocoNala
group_3_3,3,Q28,Completely false,2,ALL,C14,MaxCocoNalaLuna
group_3_3,3,Q30,Completely false,0,ALL,C15,CocoNalaLunaMilo
group_3_3,3,Q32,Completely true,4,AND,C16,NalaLunaMiloMia
group_3_3,3,Q34,Neither completely true nor completely false,2,AND,C17,LunaMiloMiaTom
group_3_3,3,Q36,Completely false,0,AND,C18,MiloMiaTomLala
group_3_3,3,Q38,Completely true,4,ALL,C19,MiaTomLalaLoki
group_3_3,3,Q40,Completely false,2,ALL,C20,TomLalaLokiLeo
group_3_3,3,Q42,Completely false,0,ALL,C21,LalaMaxLunaTom
group_3_3,3,Q44,Completely true,4,AND,C22,LokiCocoMiloLala
group_3_3,3,Q46,Neither completely true nor completely false,2,AND,C23,LeoNalaMiaLoki
group_3_3,3,Q48,Completely false,0,AND,C24,MaxLunaTomLeo
group_3_3,3,Q50,Completely true,4,ALL,C25,CocoMiloLalaMax
group_3_3,3,Q52,Completely false,2,ALL,C26,NalaMiaLokiCoco
group_3_3,3,Q54,Completely false,0,ALL,C27,LunaTomLeoNala
group_3_3,3,Q56,Completely true,4,AND,C28,MiloLalaMaxLuna
group_3_3,3,Q58,Neither completely true nor completely false,2,AND,C29,MiaLokiCocoMilo
group_3_3,3,Q60,Completely false,0,AND,C30,TomLeoNalaMia
group_3_4,3,Q2,Completely false,4,ALL,C1,LalaLokiMaxLuna
group_3_4,3,Q4,Completely false,2,ALL,C2,LokiLeoCocoMilo
group_3_4,3,Q6,Completely false,0,ALL,C3,LeoMaxNalaMia
group_3_4,3,Q8,Completely true,4,AND,C4,MaxCocoLunaTom
group_3_4,3,Q10,Completely false,2,AND,C5,CocoNalaMiloLala
group_3_4,3,Q12,Completely false,0,AND,C6,NalaLunaMiaLoki
group_3_4,3,Q14,Completely true,4,ALL,C7,LunaMiloTomLeo
group_3_4,3,Q16,Completely false,2,ALL,C8,MiloMiaLalaMax
group_3_4,3,Q18,Completely false,0,ALL,C9,MiaTomLokiCoco
group_3_4,3,Q20,Completely true,4,AND,C10,TomLalaLeoNala
group_3_4,3,Q22,Completely false,2,AND,C11,LalaLokiLeoMax
group_3_4,3,Q24,Completely false,0,AND,C12,LokiLeoMaxCoco
group_3_4,3,Q26,Completely true,4,ALL,C13,LeoMaxCocoNala
group_3_4,3,Q28,Completely false,2,ALL,C14,MaxCocoNalaLuna
group_3_4,3,Q30,Completely false,0,ALL,C15,CocoNalaLunaMilo
group_3_4,3,Q32,Completely true,4,AND,C16,NalaLunaMiloMia
group_3_4,3,Q34,Completely false,2,AND,C17,LunaMiloMiaTom
group_3_4,3,Q36,Completely false,0,AND,C18,MiloMiaTomLala
group_3_4,3,Q38,Completely true,4,ALL,C19,MiaTomLalaLoki
group_3_4,3,Q40,Completely false,2,ALL,C20,TomLalaLokiLeo
group_3_4,3,Q42,Completely false,0,ALL,C21,LalaMaxLunaTom
group_3_4,3,Q44,Completely true,4,AND,C22,LokiCocoMiloLala
group_3_4,3,Q46,Completely false,2,AND,C23,LeoNalaMiaLoki
group_3_4,3,Q48,Completely false,0,AND,C24,MaxLunaTomLeo
group_3_4,3,Q50,Completely true,4,ALL,C25,CocoMiloLalaMax
group_3_4,3,Q52,Completely false,2,ALL,C26,NalaMiaLokiCoco
group_3_4,3,Q54,Completely false,0,ALL,C27,LunaTomLeoNala
group_3_4,3,Q56,Completely true,4,AND,C28,MiloLalaMaxLuna
group_3_4,3,Q58,Completely false,2,AND,C29,MiaLokiCocoMilo
group_3_4,3,Q60,Completely false,0,AND,C30,TomLeoNalaMia
group_3_5,3,Q2,Completely true,4,ALL,C1,LalaLokiMaxLuna
group_3_5,3,Q4,Completely false,2,ALL,C2,LokiLeoCocoMilo
group_3_5,3,Q6,Completely false,0,ALL,C3,LeoMaxNalaMia
group_3_5,3,Q8,Completely true,4,AND,C4,MaxCocoLunaTom
group_3_5,3,Q10,Completely false,2,AND,C5,CocoNalaMiloLala
group_3_5,3,Q12,Completely false,0,AND,C6,NalaLunaMiaLoki
group_3_5,3,Q14,Completely true,4,ALL,C7,LunaMiloTomLeo
group_3_5,3,Q16,Completely false,2,ALL,C8,MiloMiaLalaMax
group_3_5,3,Q18,Completely false,0,ALL,C9,MiaTomLokiCoco
group_3_5,3,Q20,Completely true,4,AND,C10,TomLalaLeoNala
group_3_5,3,Q22,Completely false,2,AND,C11,LalaLokiLeoMax
group_3_5,3,Q24,Completely false,0,AND,C12,LokiLeoMaxCoco
group_3_5,3,Q26,Completely true,4,ALL,C13,LeoMaxCocoNala
group_3_5,3,Q28,Completely false,2,ALL,C14,MaxCocoNalaLuna
group_3_5,3,Q30,Completely false,0,ALL,C15,CocoNalaLunaMilo
group_3_5,3,Q32,Completely true,4,AND,C16,NalaLunaMiloMia
group_3_5,3,Q34,Completely false,2,AND,C17,LunaMiloMiaTom
group_3_5,3,Q36,Completely false,0,AND,C18,MiloMiaTomLala
group_3_5,3,Q38,Completely true,4,ALL,C19,MiaTomLalaLoki
group_3_5,3,Q40,Completely false,2,ALL,C20,TomLalaLokiLeo
group_3_5,3,Q42,Completely false,0,ALL,C21,LalaMaxLunaTom
group_3_5,3,Q44,Completely true,4,AND,C22,LokiCocoMiloLala
group_3_5,3,Q46,Completely false,2,AND,C23,LeoNalaMiaLoki
group_3_5,3,Q48,Completely false,0,AND,C24,MaxLunaTomLeo
group_3_5,3,Q50,Completely true,4,ALL,C25,CocoMiloLalaMax
group_3_5,3,Q52,Completely false,2,ALL,C26,NalaMiaLokiCoco
group_3_5,3,Q54,Completely false,0,ALL,C27,LunaTomLeoNala
group_3_5,3,Q56,Completely true,4,AND,C28,MiloLalaMaxLuna
group_3_5,3,Q58,Completely false,2,AND,C29,MiaLokiCocoMilo
group_3_5,3,Q60,Completely false,0,AND,C30,TomLeoNalaMia
group_3_6,3,Q2,Completely true,4,ALL,C1,LalaLokiMaxLuna
group_3_6,3,Q4,Completely false,2,ALL,C2,LokiLeoCocoMilo
group_3_6,3,Q6,Completely false,0,ALL,C3,LeoMaxNalaMia
group_3_6,3,Q8,Completely true,4,AND,C4,MaxCocoLunaTom
group_3_6,3,Q10,Completely false,2,AND,C5,CocoNalaMiloLala
group_3_6,3,Q12,Completely false,0,AND,C6,NalaLunaMiaLoki
group_3_6,3,Q14,Completely true,4,ALL,C7,LunaMiloTomLeo
group_3_6,3,Q16,Completely false,2,ALL,C8,MiloMiaLalaMax
group_3_6,3,Q18,Completely false,0,ALL,C9,MiaTomLokiCoco
group_3_6,3,Q20,Completely true,4,AND,C10,TomLalaLeoNala
group_3_6,3,Q22,Completely false,2,AND,C11,LalaLokiLeoMax
group_3_6,3,Q24,Completely false,0,AND,C12,LokiLeoMaxCoco
group_3_6,3,Q26,Completely true,4,ALL,C13,LeoMaxCocoNala
group_3_6,3,Q28,Completely false,2,ALL,C14,MaxCocoNalaLuna
group_3_6,3,Q30,Completely false,0,ALL,C15,CocoNalaLunaMilo
group_3_6,3,Q32,Completely true,4,AND,C16,NalaLunaMiloMia
group_3_6,3,Q34,Completely false,2,AND,C17,LunaMiloMiaTom
group_3_6,3,Q36,Completely false,0,AND,C18,MiloMiaTomLala
group_3_6,3,Q38,Completely true,4,ALL,C19,MiaTomLalaLoki
group_3_6,3,Q40,Completely false,2,ALL,C20,TomLalaLokiLeo
group_3_6,3,Q42,Completely false,0,ALL,C21,LalaMaxLunaTom
group_3_6,3,Q44,Completely true,4,AND,C22,LokiCocoMiloLala
group_3_6,3,Q46,Completely false,2,AND,C23,LeoNalaMiaLoki
group_3_6,3,Q48,Completely false,0,AND,C24,MaxLunaTomLeo
group_3_6,3,Q50,Completely true,4,ALL,C25,CocoMiloLalaMax
group_3_6,3,Q52,Completely false,2,ALL,C26,NalaMiaLokiCoco
group_3_6,3,Q54,Completely false,0,ALL,C27,LunaTomLeoNala
group_3_6,3,Q56,Completely true,4,AND,C28,MiloLalaMaxLuna
group_3_6,3,Q58,Completely false,2,AND,C29,MiaLokiCocoMilo
group_3_6,3,Q60,Completely false,0,AND,C30,TomLeoNalaMia
group_3_7,3,Q2,Completely true,4,ALL,C1,LalaLokiMaxLuna
group_3_7,3,Q4,Completely false,2,ALL,C2,LokiLeoCocoMilo
group_3_7,3,Q6,Completely false,0,ALL,C3,LeoMaxNalaMia
group_3_7,3,Q8,Completely true,4,AND,C4,MaxCocoLunaTom
group_3_7,3,Q10,Neither completely true nor completely false,2,AND,C5,CocoNalaMiloLala
group_3_7,3,Q12,Completely false,0,AND,C6,NalaLunaMiaLoki
group_3_7,3,Q14,Completely true,4,ALL,C7,LunaMiloTomLeo
group_3_7,3,Q16,Completely false,2,ALL,C8,MiloMiaLalaMax
group_3_7,3,Q18,Completely false,0,ALL,C9,MiaTomLokiCoco
group_3_7,3,Q20,Completely true,4,AND,C10,TomLalaLeoNala
group_3_7,3,Q22,Neither completely true nor completely false,2,AND,C11,LalaLokiLeoMax
group_3_7,3,Q24,Completely false,0,AND,C12,LokiLeoMaxCoco
group_3_7,3,Q26,Completely true,4,ALL,C13,LeoMaxCocoNala
group_3_7,3,Q28,Completely false,2,ALL,C14,MaxCocoNalaLuna
group_3_7,3,Q30,Completely false,0,ALL,C15,CocoNalaLunaMilo
group_3_7,3,Q32,Completely true,4,AND,C16,NalaLunaMiloMia
group_3_7,3,Q34,Neither completely true nor completely false,2,AND,C17,LunaMiloMiaTom
group_3_7,3,Q36,Completely false,0,AND,C18,MiloMiaTomLala
group_3_7,3,Q38,Completely true,4,ALL,C19,MiaTomLalaLoki
group_3_7,3,Q40,Neither completely true nor completely false,2,ALL,C20,TomLalaLokiLeo
group_3_7,3,Q42,Completely false,0,ALL,C21,LalaMaxLunaTom
group_3_7,3,Q44,Completely true,4,AND,C22,LokiCocoMiloLala
group_3_7,3,Q46,Neither completely true nor completely false,2,AND,C23,LeoNalaMiaLoki
group_3_7,3,Q48,Completely false,0,AND,C24,MaxLunaTomLeo
group_3_7,3,Q50,Completely true,4,ALL,C25,CocoMiloLalaMax
group_3_7,3,Q52,Completely false,2,ALL,C26,NalaMiaLokiCoco
group_3_7,3,Q54,Completely false,0,ALL,C27,LunaTomLeoNala
group_3_7,3,Q56,Completely true,4,AND,C28,MiloLalaMaxLuna
group_3_7,3,Q58,Neither completely true nor completely false,2,AND,C29,MiaLokiCocoMilo
group_3_7,3,Q60,Completely false,0,AND,C30,TomLeoNalaMia
group_4_1,4,Q2,Completely true,4,AND,C1,LalaLokiMaxLuna
group_4_1,4,Q4,Completely false,2,AND,C2,LokiLeoCocoMilo
group_4_1,4,Q6,Completely false,0,AND,C3,LeoMaxNalaMia
group_4_1,4,Q8,Completely true,4,ALL,C4,MaxCocoLunaTom
group_4_1,4,Q10,Completely false,2,ALL,C5,CocoNalaMiloLala
group_4_1,4,Q12,Completely false,0,ALL,C6,NalaLunaMiaLoki
group_4_1,4,Q14,Completely true,4,AND,C7,LunaMiloTomLeo
group_4_1,4,Q16,Completely false,2,AND,C8,MiloMiaLalaMax
group_4_1,4,Q18,Completely false,0,AND,C9,MiaTomLokiCoco
group_4_1,4,Q20,Completely true,4,ALL,C10,TomLalaLeoNala
group_4_1,4,Q22,Completely false,2,ALL,C11,LalaLokiLeoMax
group_4_1,4,Q24,Completely false,0,ALL,C12,LokiLeoMaxCoco
group_4_1,4,Q26,Completely true,4,AND,C13,LeoMaxCocoNala
group_4_1,4,Q28,Completely false,2,AND,C14,MaxCocoNalaLuna
group_4_1,4,Q30,Completely false,0,AND,C15,CocoNalaLunaMilo
group_4_1,4,Q32,Completely true,4,ALL,C16,NalaLunaMiloMia
group_4_1,4,Q34,Completely false,2,ALL,C17,LunaMiloMiaTom
group_4_1,4,Q36,Completely false,0,ALL,C18,MiloMiaTomLala
group_4_1,4,Q38,Completely true,4,AND,C19,MiaTomLalaLoki
group_4_1,4,Q40,Completely false,2,AND,C20,TomLalaLokiLeo
group_4_1,4,Q42,Completely false,0,AND,C21,LalaMaxLunaTom
group_4_1,4,Q44,Completely true,4,ALL,C22,LokiCocoMiloLala
group_4_1,4,Q46,Completely false,2,ALL,C23,LeoNalaMiaLoki
group_4_1,4,Q48,Completely false,0,ALL,C24,MaxLunaTomLeo
group_4_1,4,Q50,Completely true,4,AND,C25,CocoMiloLalaMax
group_4_1,4,Q52,Completely false,2,AND,C26,NalaMiaLokiCoco
group_4_1,4,Q54,Completely false,0,AND,C27,LunaTomLeoNala
group_4_1,4,Q56,Completely true,4,ALL,C28,MiloLalaMaxLuna
group_4_1,4,Q58,Completely false,2,ALL,C29,MiaLokiCocoMilo
group_4_1,4,Q60,Completely false,0,ALL,C30,TomLeoNalaMia
group_4_2,4,Q2,Completely true,4,AND,C1,LalaLokiMaxLuna
group_4_2,4,Q4,Neither completely true nor completely false,2,AND,C2,LokiLeoCocoMilo
group_4_2,4,Q6,Completely false,0,AND,C3,LeoMaxNalaMia
group_4_2,4,Q8,Completely true,4,ALL,C4,MaxCocoLunaTom
group_4_2,4,Q10,Completely false,2,ALL,C5,CocoNalaMiloLala
group_4_2,4,Q12,Completely false,0,ALL,C6,NalaLunaMiaLoki
group_4_2,4,Q14,Completely true,4,AND,C7,LunaMiloTomLeo
group_4_2,4,Q16,Neither completely true nor completely false,2,AND,C8,MiloMiaLalaMax
group_4_2,4,Q18,Completely false,0,AND,C9,MiaTomLokiCoco
group_4_2,4,Q20,Completely true,4,ALL,C10,TomLalaLeoNala
group_4_2,4,Q22,Completely false,2,ALL,C11,LalaLokiLeoMax
group_4_2,4,Q24,Completely false,0,ALL,C12,LokiLeoMaxCoco
group_4_2,4,Q26,Completely true,4,AND,C13,LeoMaxCocoNala
group_4_2,4,Q28,Neither completely true nor completely false,2,AND,C14,MaxCocoNalaLuna
group_4_2,4,Q30,Completely false,0,AND,C15,CocoNalaLunaMilo
group_4_2,4,Q32,Completely true,4,ALL,C16,NalaLunaMiloMia
group_4_2,4,Q34,Completely false,2,ALL,C17,LunaMiloMiaTom
group_4_2,4,Q36,Completely false,0,ALL,C18,MiloMiaTomLala
group_4_2,4,Q38,Completely true,4,AND,C19,MiaTomLalaLoki
group_4_2,4,Q40,Neither completely true nor completely false,2,AND,C20,TomLalaLokiLeo
group_4_2,4,Q42,Completely false,0,AND,C21,LalaMaxLunaTom
group_4_2,4,Q44,Completely true,4,ALL,C22,LokiCocoMiloLala
group_4_2,4,Q46,Completely false,2,ALL,C23,LeoNalaMiaLoki
group_4_2,4,Q48,Completely false,0,ALL,C24,MaxLunaTomLeo
group_4_2,4,Q50,Completely true,4,AND,C25,CocoMiloLalaMax
group_4_2,4,Q52,Neither completely true nor completely false,2,AND,C26,NalaMiaLokiCoco
group_4_2,4,Q54,Completely false,0,AND,C27,LunaTomLeoNala
group_4_2,4,Q56,Completely true,4,ALL,C28,MiloLalaMaxLuna
group_4_2,4,Q58,Completely false,2,ALL,C29,MiaLokiCocoMilo
group_4_2,4,Q60,Completely false,0,ALL,C30,TomLeoNalaMia
group_4_3,4,Q2,Completely true,4,AND,C1,LalaLokiMaxLuna
group_4_3,4,Q4,Neither completely true nor completely false,2,AND,C2,LokiLeoCocoMilo
group_4_3,4,Q6,Completely false,0,AND,C3,LeoMaxNalaMia
group_4_3,4,Q8,Completely true,4,ALL,C4,MaxCocoLunaTom
group_4_3,4,Q10,Completely false,2,ALL,C5,CocoNalaMiloLala
group_4_3,4,Q12,Completely false,0,ALL,C6,NalaLunaMiaLoki
group_4_3,4,Q14,Completely true,4,AND,C7,LunaMiloTomLeo
group_4_3,4,Q16,Neither completely true nor completely false,2,AND,C8,MiloMiaLalaMax
group_4_3,4,Q18,Completely false,0,AND,C9,MiaTomLokiCoco
group_4_3,4,Q20,Completely true,4,ALL,C10,TomLalaLeoNala
group_4_3,4,Q22,Completely false,2,ALL,C11,LalaLokiLeoMax
group_4_3,4,Q24,Completely false,0,ALL,C12,LokiLeoMaxCoco
group_4_3,4,Q26,Completely true,4,AND,C13,LeoMaxCocoNala
group_4_3,4,Q28,Completely false,2,AND,C14,MaxCocoNalaLuna
group_4_3,4,Q30,Completely false,0,AND,C15,CocoNalaLunaMilo
group_4_3,4,Q32,Completely true,4,ALL,C16,NalaLunaMiloMia
group_4_3,4,Q34,Completely false,2,ALL,C17,LunaMiloMiaTom
group_4_3,4,Q36,Completely false,0,ALL,C18,MiloMiaTomLala
group_4_3,4,Q38,Completely true,4,AND,C19,MiaTomLalaLoki
group_4_3,4,Q40,Neither completely true nor completely false,2,AND,C20,TomLalaLokiLeo
group_4_3,4,Q42,Completely false,0,AND,C21,LalaMaxLunaTom
group_4_3,4,Q44,Completely true,4,ALL,C22,LokiCocoMiloLala
group_4_3,4,Q46,Completely false,2,ALL,C23,LeoNalaMiaLoki
group_4_3,4,Q48,Completely false,0,ALL,C24,MaxLunaTomLeo
group_4_3,4,Q50,Completely true,4,AND,C25,CocoMiloLalaMax
group_4_3,4,Q52,Completely false,2,AND,C26,NalaMiaLokiCoco
group_4_3,4,Q54,Completely false,0,AND,C27,LunaTomLeoNala
group_4_3,4,Q56,Completely true,4,ALL,C28,MiloLalaMaxLuna
group_4_3,4,Q58,Completely false,2,ALL,C29,MiaLokiCocoMilo
group_4_3,4,Q60,Completely false,0,ALL,C30,TomLeoNalaMia
group_4_4,4,Q2,Completely true,4,AND,C1,LalaLokiMaxLuna
